"citation_number","citation_issued_datetime","violation","violation_desc","citation_location","vehicle_plate_state","vehicle_plate","fine_amount","date_added","the_geom",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"770964670","2009-09-14T13:10:00.000","T202.1","PRK MTR #1","629 02ND ST","CA","FFDAE","63","2009-09-14T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770625984","2009-09-16T16:02:00.000","T202","PRK METER","2419 MISSION ST","CA","4SLM225","53","2009-09-16T00:00:00.000","POINT (-122.41865803599995 37.75822598800005)","53","53","3","2","20"
"770741753","2009-09-14T10:20:00.000","T202.1","PRK MTR #1","325 MONTGOMERY ST","CA","8B19662","63","2009-09-14T00:00:00.000","POINT (-122.40266673099995 37.792173571000035)","108","108","6","3","8"
"770171592","2009-09-03T10:11:00.000","T33.3","TRK LDG ZN","219 FRONT ST","CA","DPM1463","73","2009-09-03T00:00:00.000","POINT (-122.39892042399998 37.79361183800006)","108","108","6","3","8"
"770356602","2009-09-02T10:45:00.000","T202","PRK METER","935 GEARY ST","CA","6BIY972","53","2009-09-02T00:00:00.000","POINT (-122.41863900899995 37.785772988000076)","20","20","5","10","36"
"771205746","2009-10-23T09:33:00.000","T37C","ST CLEANIN","2812 FOLSOM ST","CA","5DBZ336","53","2009-10-23T00:00:00.000",,,,,,
"770854420","2009-09-11T07:38:00.000","T202.1","PRK MTR #1","525 SUTTER ST","CA","6P58865","63","2009-09-11T00:00:00.000","POINT (-122.40903086499998 37.78909975600004)","19","19","6","3","21"
"765677905","2009-09-09T16:20:00.000","V5204A","REG TABS","648 HOWARD ST","CA","5XLC112","63","2009-09-09T00:00:00.000","POINT (-122.39969398 37.78595001300005)","32","32","1","10","8"
"771290531","2009-09-18T07:25:00.000","T37C","ST CLEANIN","1155 SUTTER ST","CA","5JJV258","53","2009-09-18T00:00:00.000","POINT (-122.41935155799996 37.78778371800007)","50","50","4","3","21"
"770478822","2009-09-03T11:28:00.000","V5200","NO PLATES","840 ELLIS ST","CA","5NLU768","103","2009-09-03T00:00:00.000","POINT (-122.42018899099997 37.784194005000074)","20","20","4","10","36"
"770700501","2009-09-05T16:28:00.000","T202","PRK METER","543 VALENCIA ST","CA","6GTC362","53","2009-09-05T00:00:00.000","POINT (-122.42176772699997 37.764217217000066)","53","53","3","2","20"
"772650163","2009-10-23T09:59:00.000","T38B","YEL ZONEDN","660 BRANNAN ST","CA","2E57451","73","2009-10-23T00:00:00.000","POINT (-122.40028699999999 37.77609901400007)","32","32","1","10","34"
"770726924","2009-09-10T12:30:00.000","T37C","ST CLEANIN","3957 19TH ST","CA","4NIL237","53","2009-09-10T00:00:00.000","POINT (-122.43166197199997 37.75933399200005)","52","52","3","5","5"
"772522855","2009-10-27T11:05:00.000","T202","PRK METER","1411 HARRISON ST","CA","5S27888","53","2009-10-27T00:00:00.000","POINT (-122.41135309199996 37.77143688000007)","32","32","1","10","34"
"771176276","2009-09-15T08:08:00.000","T37C","ST CLEANIN","1363 20TH AVE","CA","5ENX887","53","2009-09-15T00:00:00.000",,,,,,
"771002256","2009-09-18T12:46:00.000","T202","PRK METER","1717 FILLMORE ST","CA","5JSL495","53","2009-09-18T00:00:00.000","POINT (-122.43317576599998 37.78533831100003)","103","103","4","11","15"
"771214216","2009-09-15T08:11:00.000","T37C","ST CLEANIN","1270 JACKSON ST","CA","6ALZ760","53","2009-09-15T00:00:00.000",,,,,,
"772845662","2009-10-27T13:25:00.000","V5200","NO PLATES","7 FRANCISCO ST","CA","8G90463","103","2009-10-27T00:00:00.000","POINT (-122.40549222899995 37.80558763600004)","18","18","6","3","23"
"770528161","2009-09-05T11:38:00.000","T202","PRK METER","101 FRANK NORRIS ST","AZ","AD64445","53","2009-09-05T00:00:00.000","POINT (-122.42030859599998 37.78908854200006)","50","50","4","3","21"
"771107105","2009-09-15T09:10:00.000","T37C","ST CLEANIN","1515 26TH AVE","NC","WTA5015","53","2009-09-15T00:00:00.000","POINT (-122.48462596099995 37.75913898700003)","39","39","10","7","35"
"770429822","2009-09-07T12:10:00.000","T202","PRK METER","525 SHRADER ST","CA","5HQV782","53","2009-09-07T00:00:00.000","POINT (-122.45204275499998 37.769974252000054)","25","25","7","11","3"
"770889302","2009-09-14T17:33:00.000","V5200","NO PLATES","3215 18TH ST","CA","5WMH977","103","2009-09-14T00:00:00.000","POINT (-122.41519345199998 37.76201393300005)","53","53","3","2","20"
"770613001","2009-09-09T21:33:00.000","TC66","TOUR/BUS/Z","20 JESSIE EAST","CA","5DUY472","88","2009-09-09T00:00:00.000","POINT (-122.39862008099999 37.789989698000056)","108","108","6","10","8"
"772575473","2009-10-22T10:51:00.000","T202","PRK METER","2713 TAYLOR ST","WA","923YUE","53","2009-10-22T00:00:00.000","POINT (-122.41570521099999 37.807437718000074)","99","99","6","3","23"
"771015560","2009-09-16T11:44:00.000","T32C.2","OVTME PRK","105 CAPP ST","CA","6APP124","53","2009-09-16T00:00:00.000","POINT (-122.418630399 37.76498746400006)","53","53","3","2","20"
"772549934","2009-10-22T13:50:00.000","T315A","RESIDENTL","366 ARGUELLO BLVD","CA","6P18145","63","2009-10-22T00:00:00.000","POINT (-122.45872403599998 37.78447199000004)","11","11","8","6","31"
"770834481","2009-09-09T09:13:00.000","T37C","ST CLEANIN","1430 SANCHEZ ST","CA","5XTT639","53","2009-09-09T00:00:00.000","POINT (-122.42941998099997 37.74622599500003)","84","84","9","5","22"
"770470470","2009-09-10T12:33:00.000","T202","PRK METER","2137 UNION ST","CA","5WET006","53","2009-09-10T00:00:00.000","POINT (-122.434455921 37.797148882000045)","15","15","4","6","13"
"770737866","2009-09-17T10:25:00.000","T32C.1","OVTM PK #1","1205 STEVENSON ST","CA","5RTY520","63","2009-09-17T00:00:00.000","POINT (-122.42083286399998 37.77305233800007)","32","32","1","10","20"
"769663893","2009-09-17T18:00:00.000","T202","PRK METER","1325 FILLMORE ST","CA","5JYD185","53","2009-09-17T00:00:00.000","POINT (-122.43265003099998 37.78166300500004)","97","97","4","11","39"
"772117872","2009-10-28T00:28:00.000","T37C","ST CLEANIN","10 LANGTON ST","CA","SERACAR","53","2009-10-28T00:00:00.000","POINT (-122.40974729399994 37.777339109000025)","32","32","1","10","34"
"771916563","2009-10-28T12:10:00.000","T202.1","PRK MTR #1","206 DRUMM ST","CA","17U2145","63","2009-10-28T00:00:00.000","POINT (-122.39672349099999 37.79551755400007)","108","108","6","3","8"
"770070534","2009-09-08T12:47:00.000","V5200","NO PLATES","42 GROVE ST","CA","4ROX856","103","2009-09-08T00:00:00.000","POINT (-122.41633541599998 37.77876234000007)","21","21","5","10","36"
"769939564","2009-09-01T15:36:00.000","T32A.1","TWAWY ZN#1","44 MISSION ST","CA","6DGS618","73","2009-09-01T00:00:00.000","POINT (-122.39339882899998 37.79316793700008)","108","108","6","10","8"
"772635743","2009-10-22T07:04:00.000","T37C","ST CLEANIN","3660 CALIFORNIA ST","CA","6EEH713","53","2009-10-22T00:00:00.000",,,,,,
"771364311","2009-09-18T11:58:00.000","T37C","ST CLEANIN","1228 07TH AVE","CA","5CIK881","53","2009-09-18T00:00:00.000",,,,,,
"770664672","2009-09-03T09:45:00.000","T37C","ST CLEANIN","2075 GROVE ST","CA","5TVG813","53","2009-09-03T00:00:00.000","POINT (-122.45069741299994 37.77424206100005)","24","24","7","11","18"
"771148291","2009-09-16T18:32:00.000","V22500E","DRIVEWAY","819 41ST AVE","CA","3JUP461","88","2009-09-16T00:00:00.000",,,,,,
"770390585","2009-09-02T19:51:00.000","T315A","RESIDENTL","481 GREENWICH ST","BC","657KPW","63","2009-09-02T00:00:00.000","POINT (-122.40756198899999 37.80236898800007)","18","18","6","3","23"
"772117721","2009-10-24T20:35:00.000","T38A","RED ZONE","290 CAPISTRANO AVE","CA","5E23053","88","2009-10-24T00:00:00.000",,,,,,
"773204390","2009-10-31T07:15:00.000","T37C","ST CLEANIN","5231 GEARY BLVD","CA","5YAM972","53","2009-10-31T00:00:00.000","POINT (-122.47567802799995 37.78019499900006)","5","5","8","4","29"
"770630173","2009-09-05T15:02:00.000","T202","PRK METER","542 NORTH POINT ST","NV","469VPN","53","2009-09-05T00:00:00.000","POINT (-122.41623057499999 37.80633261300005)","99","99","6","3","23"
"770796725","2009-09-17T08:13:00.000","T32A.1","TWAWY ZN#1","520 06TH ST","CA","MSPHAT","73","2009-09-17T00:00:00.000","POINT (-122.33335206199996 37.57815128100003)",,,,,
"1001243876","2009-09-09T12:46:00.000","T202.1","PRK MTR #1","118 NEW MONTGOMERY","CA","5VBP765","63","2009-09-09T00:00:00.000",,,,,,
"770889173","2009-09-14T14:02:00.000","T202","PRK METER","246 14TH ST","CA","6CVA557","53","2009-09-14T00:00:00.000","POINT (-122.418868396 37.76842551800007)","53","53","3","2","20"
"772177545","2009-10-29T12:16:00.000","T202.1","PRK MTR #1","112 GEARY ST","CA","7G06668","63","2009-10-29T00:00:00.000","POINT (-122.40528436899996 37.787784626000075)","19","19","6","3","8"
"769969174","2009-09-20T22:33:00.000","T38A","RED ZONE","1702 GRANT AVE","CA","6GAE932","88","2009-09-20T00:00:00.000","POINT (-122.40790102099999 37.802601491000075)","18","18","6","3","23"
"770510075","2009-09-01T12:25:00.000","T37C","ST CLEANIN","2705 JACKSON ST","CA","4CDR564","53","2009-09-01T00:00:00.000","POINT (-122.43997396999998 37.79151199300003)","102","102","4","6","30"
"772575963","2009-10-24T11:10:00.000","V5200","NO PLATES","1100 HAIGHT ST","CA","5TBX485","103","2009-10-24T00:00:00.000","POINT (-122.44040039299995 37.77091276300007)","112","112","7","11","3"
"770686361","2009-09-14T17:41:00.000","T202","PRK METER","420 CLEMENT ST","CA","5DUH161","53","2009-09-14T00:00:00.000","POINT (-122.46362180899996 37.78305266500007)","5","5","8","4","11"
"770213102","2009-09-02T17:08:00.000","T202.1","PRK MTR #1","513 GRANT AVE","CA","8N73512","63","2009-09-02T00:00:00.000","POINT (-122.40580988899995 37.79168751000003)","104","104","6","3","8"
"766405662","2009-09-03T16:47:00.000","T32A.1","TWAWY ZN#1","310 BUSH ST","CA","5J26994","73","2009-09-03T00:00:00.000","POINT (-122.40256075299999 37.79101768100003)","108","108","6","3","8"
"772659694","2009-10-27T12:37:00.000","T315A","RESIDENTL","6 GRIJALVA DR","CA","5FVD502","63","2009-10-27T00:00:00.000",,,,,,
"770699031","2009-09-07T16:22:00.000","T202","PRK METER","2502 WASHINGTON ST","CA","5YSE859","53","2009-09-07T00:00:00.000","POINT (-122.43472597699997 37.79177300500004)","102","102","4","6","30"
"771232136","2009-09-18T11:52:00.000","T202","PRK METER","1220 BATTERY ST","CA","6FUI148","53","2009-09-18T00:00:00.000","POINT (-122.40180611199997 37.80273705400003)","77","77","6","3","8"
"770626010","2009-09-03T13:08:00.000","T315A","RESIDENTL","1000 TAYLOR ST","CA","5GUY415","63","2009-09-03T00:00:00.000","POINT (-122.41228703499996 37.79206901200007)","16","16","6","3","21"
"770664366","2009-09-03T08:10:00.000","T37C","ST CLEANIN","780 WALLER ST","CA","4LCJ267","53","2009-09-03T00:00:00.000","POINT (-122.43651737399995 37.77045792000007)","26","26","7","11","3"
"770600353","2009-09-07T11:23:00.000","T202.1","PRK MTR #1","146 MCALLISTER ST","CA","5TVH734","63","2009-09-07T00:00:00.000","POINT (-122.414500025 37.78112798800004)","21","21","5","10","36"
"770654441","2009-09-07T10:59:00.000","T202.1","PRK MTR #1","2118 POLK ST","CA","6CNX325","63","2009-09-07T00:00:00.000","POINT (-122.42177115199996 37.796267243000045)","105","105","4","3","32"
"770900561","2009-09-14T18:12:00.000","T32A.2","TWAWY ZONE","455 BERRY ST","CA","6JTD266","73","2009-09-14T00:00:00.000","POINT (-122.39844398699995 37.77081598400008)","34","34","1","10","4"
"770366763","2009-09-01T09:21:00.000","T37C","ST CLEANIN","445 FILLMORE ST","CA","8J04370","53","2009-09-01T00:00:00.000","POINT (-122.43105000899999 37.77353599600008)","26","26","4","11","9"
"765509780","2009-09-10T08:33:00.000","V5204A","REG TABS","1090 INGERSON AVE","CA","3R11333","63","2009-09-10T00:00:00.000","POINT (-122.39448797999995 37.72024699800005)","88","88","2","9","1"
"771344873","2009-09-17T10:17:00.000","T37C","ST CLEANIN","2940 STEINER ST","CA","6CDB793","53","2009-09-17T00:00:00.000",,,,,,
"772562980","2009-10-30T11:42:00.000","T202","PRK METER","1108 VALENCIA ST","CA","6JCY922","53","2009-10-30T00:00:00.000","POINT (-122.42120797899997 37.755072004000056)","53","53","3","5","20"
"770415553","2009-09-14T13:35:00.000","T37C","ST CLEANIN","99 BOWMAN CT","CA","8T90443","53","2009-09-14T00:00:00.000","POINT (-122.38302141899999 37.73830795900005)","86","86","2","9","1"
"770425950","2009-09-17T12:09:00.000","T202.1","PRK MTR #1","234 05TH  ST","CA","5LQC077","63","2009-09-17T00:00:00.000","POINT (-122.33774272299996 37.57520103100006)",,,,,
"770595254","2009-09-08T07:29:00.000","T202.1","PRK MTR #1","540 EDDY ST","CA","3NIN864","63","2009-09-08T00:00:00.000","POINT (-122.41638612699995 37.78352287400003)","20","20","5","10","36"
"770440871","2009-09-03T06:21:00.000","T37C","ST CLEANIN","1720 POLK ST","CA","5KIN874","53","2009-09-03T00:00:00.000","POINT (-122.42083397799996 37.792763998000055)","105","105","4","3","32"
"770257725","2009-09-05T08:09:00.000","V5200","NO PLATES","2796 TURK ST","CA","5SXW403","103","2009-09-05T00:00:00.000",,,,,,
"760843926","2009-09-09T08:35:00.000","T37C","ST CLEANIN","1121 MASONIC AVE","CA","5XQS200","53","2009-09-09T00:00:00.000","POINT (-122.44578899899994 37.77077101500004)","25","25","7","11","3"
"769989371","2009-09-01T11:58:00.000","T32B","PROHIB PRK","205 PHELAN AVE","FL","879IKU","73","2009-09-01T00:00:00.000","POINT (-122.45248874499998 37.728670159000046)","71","71","9","8","41"
"770692506","2009-09-07T14:13:00.000","T202","PRK METER","2233 MISSION ST","CA","5LQC728","53","2009-09-07T00:00:00.000","POINT (-122.41925808899998 37.76121056000005)","53","53","3","2","20"
"770656191","2009-09-05T11:47:00.000","T202","PRK METER","1815 FILLMORE ST","CA","6FDP600","53","2009-09-05T00:00:00.000","POINT (-122.43335999599998 37.78625548900004)","103","103","4","11","30"
"770308674","2009-09-17T00:35:00.000","V5204A","REG TABS","3163 18TH ST","MD","14M391","63","2009-09-17T00:00:00.000","POINT (-122.41423910499998 37.76208303300007)","53","53","3","2","20"
"771211991","2009-09-20T06:57:00.000","T37C","ST CLEANIN","735 GEARY BLVD","CA","6HLE343","53","2009-09-20T00:00:00.000","POINT (-122.41540099599996 37.786159016000056)","20","20","5","10","36"
"770562752","2009-09-10T10:22:00.000","T202.1","PRK MTR #1","202 BATTERY ST","CA","3W01789","63","2009-09-10T00:00:00.000","POINT (-122.39993832799996 37.79330626600006)","108","108","6","3","8"
"770148190","2009-09-11T10:13:00.000","V22500H","DBL PARK","300 SUTTER ST","CA","4C77706","78","2009-09-11T00:00:00.000","POINT (-122.40547144299995 37.78970121100008)","19","19","6","3","8"
"772835114","2009-10-26T14:52:00.000","T58A","BLK WHEELS","1206 LAWTON ST","CA","6FRL640","48","2009-10-26T00:00:00.000","POINT (-122.47580544799996 37.75805782100008)","44","44","10","8","14"
"770448722","2009-09-17T15:50:00.000","T202.1","PRK MTR #1","146 11TH ST","CA","4KPP618","63","2009-09-17T00:00:00.000",,,,,,
"1001427195","2009-10-23T06:54:00.000","V22500F","ON SIDEWLK","84 PROSPECT","CA","6HOA337","103","2009-10-23T00:00:00.000",,,,,,
"1001902204","2009-09-11T16:42:00.000","T32C.1","OVTM PK #1","465 NATOMA","CA","294XFS","63","2009-09-11T00:00:00.000","POINT (-122.40673000099997 37.780701014000044)","32","32","1","10","34"
"770441442","2009-09-04T06:19:00.000","T37C","ST CLEANIN","2015 POLK ST","CA","5EBN244","53","2009-09-04T00:00:00.000","POINT (-122.42167021199998 37.79518927700008)","105","105","4","3","32"
"1001908810","2009-09-10T11:36:00.000","V22500B","PK/CROSS","1600 KIRKHAM","CA","5KHT964","88","2009-09-10T00:00:00.000",,,,,,
"771164671","2009-09-16T12:19:00.000","T37C","ST CLEANIN","450 SCOTT ST","CA","4PSB034","53","2009-09-16T00:00:00.000","POINT (-122.43561596699999 37.774017997000044)","26","26","4","11","9"
"046359G","2009-09-07T00:00:00.000","GO1.H.2","PKG PROHIB","EAST LOT","FL","1946KP","50","2009-09-07T00:00:00.000","POINT (-122.41963999999996 37.777120000000025)","21","21","4","10","36"
"770514592","2009-09-02T13:09:00.000","V22500F","ON SIDEWLK","1635 25TH AVE","CA","6AWB258","103","2009-09-02T00:00:00.000",,,,,,
"772665611","2009-10-30T14:40:00.000","V22500H","DBL PARK","2212 GREENWICH ST","CA","8H54695","78","2009-10-30T00:00:00.000",,,,,,
"767705794","2009-10-26T04:05:00.000","T37C","ST CLEANIN","318 04TH  ST","CA","6JHT036","53","2009-10-26T00:00:00.000",,,,,,
"771297155","2009-09-17T09:37:00.000","T37C","ST CLEANIN","301 LIBERTY ST","CA","6AYP271","53","2009-09-17T00:00:00.000",,,,,,
"770874112","2009-09-16T17:18:00.000","T33.3","TRK LDG ZN","703 TAYLOR ST","CA","5PVT690","73","2009-09-16T00:00:00.000","POINT (-122.41195125499996 37.788872396000045)","50","50","6","3","21"
"772962094","2009-10-22T09:02:00.000","T37C","ST CLEANIN","263 15TH AVE","CA","5YFP559","53","2009-10-22T00:00:00.000",,,,,,
"770499855","2009-09-04T07:22:00.000","T37C","ST CLEANIN","708 JUDAH ST","CA","5WQK778","53","2009-09-04T00:00:00.000",,,,,,
"770888613","2009-09-10T15:15:00.000","T202","PRK METER","349 14TH ST","CA","6EPU173","53","2009-09-10T00:00:00.000","POINT (-122.42105888299994 37.768147802000044)","53","53","3","2","20"
"769572753","2009-09-11T16:35:00.000","T202.1","PRK MTR #1","113 HOWARD ST","CA","7T66338","63","2009-09-11T00:00:00.000","POINT (-122.39280410199996 37.79103344300006)","108","108","1","10","8"
"770731566","2009-09-09T08:30:00.000","T37C","ST CLEANIN","1358 POTRERO AVE","CA","2MJH080","53","2009-09-09T00:00:00.000",,,,,,
"771028904","2009-09-16T10:49:00.000","T58A","BLK WHEELS","1275 FULTON ST","CA","5EZC224","48","2009-09-16T00:00:00.000",,,,,,
"PD20279851","2009-10-23T11:37:00.000","V5204A","REG TABS","375 LAGUNA HONDA BLVD","CA","5PFY443","63","2009-10-23T00:00:00.000","POINT (-122.45581098899999 37.74879299500003)","49","49","7","8","38"
"772682853","2009-10-27T12:14:00.000","T202","PRK METER","145 WEST PORTAL AVE","CA","4ENZ503","53","2009-10-27T00:00:00.000","POINT (-122.46722496199999 37.73924500100003)","46","46","10","8","41"
"1001869142","2009-09-15T13:59:00.000","T315A","RESIDENTL","123 TAPIA","CA","4ZPB472","63","2009-09-15T00:00:00.000","POINT (-122.48115099199998 37.719609010000056)","42","42","10","8","16"
"772727351","2009-10-26T13:49:00.000","T315A","RESIDENTL","499 OAK ST","CA","4BWH796","63","2009-10-26T00:00:00.000",,,,,,
"770877306","2009-09-17T08:38:00.000","T202.1","PRK MTR #1","124 NEW MONTGOMERY ST","CA","6HRY57","63","2009-09-17T00:00:00.000",,,,,,
"769643243","2009-09-04T13:34:00.000","T202","PRK METER","2222 MISSION ST","CA","5DBC406","53","2009-09-04T00:00:00.000","POINT (-122.41938334399998 37.76131311200004)","53","53","3","2","20"
"771224322","2009-09-15T12:28:00.000","T37C","ST CLEANIN","2751 UNION ST","CA","6BHA996","53","2009-09-15T00:00:00.000",,,,,,
"770794032","2009-09-11T06:35:00.000","T37C","ST CLEANIN","1398 15TH ST","CA","6HKA023","53","2009-09-11T00:00:00.000",,,,,,
"771290085","2009-09-17T09:13:00.000","T37C","ST CLEANIN","522 HAYES ST","CA","4KFJ225","53","2009-09-17T00:00:00.000","POINT (-122.42519198099995 37.77686398800006)","22","22","4","11","9"
"770305631","2009-09-03T00:09:00.000","T37C","ST CLEANIN","5 04TH  ST","WY","21LCC","53","2009-09-03T00:00:00.000",,,,,,
"770055554","2009-09-01T10:08:00.000","V5200","NO PLATES","4409 CALIFORNIA ST","CA","967099V","103","2009-09-01T00:00:00.000","POINT (-122.46486595899995 37.78454700800006)","5","5","8","4","11"
"772295893","2009-10-30T08:24:00.000","T37C","ST CLEANIN","2573 SAN JOSE AVE","WA","602SJT","53","2009-10-30T00:00:00.000",,,,,,
"769579672","2009-09-01T17:04:00.000","T33.3","TRK LDG ZN","118 CALIFORNIA ST","CA","5XES103","73","2009-09-01T00:00:00.000","POINT (-122.39796237099995 37.79353338800007)","108","108","6","3","8"
"PD20249272","2009-09-20T19:25:00.000","T32B","PROHIB PRK","26TH AND WISCONSIN","CA","5FEK647","73","2009-09-20T00:00:00.000","POINT (-122.39831993499996 37.75107002200008)","54","54","2","9","26"
"772560121","2009-10-22T09:25:00.000","T202.1","PRK MTR #1","755 FOLSOM ST","CA","6CPW649","63","2009-10-22T00:00:00.000","POINT (-122.39999018699996 37.78287818500007)","32","32","1","10","34"
"771144474","2009-09-17T10:58:00.000","T202","PRK METER","1534 PACIFIC AVE","CA","2WAT982","53","2009-09-17T00:00:00.000","POINT (-122.42052719999998 37.79524231500005)","105","105","4","3","32"
"772659764","2009-10-27T14:22:00.000","T315A","RESIDENTL","434 VIDAL DR","CA","4KYH776","63","2009-10-27T00:00:00.000",,,,,,
"771344103","2009-09-17T06:40:00.000","T37C","ST CLEANIN","2255 UNION ST","CA","5CVK570","53","2009-09-17T00:00:00.000",,,,,,
"771422116","2009-09-18T10:13:00.000","T37C","ST CLEANIN","1301 35TH AVE","CA","6BIJ961","53","2009-09-18T00:00:00.000",,,,,,
"773081260","2009-10-30T12:23:00.000","T37C","ST CLEANIN","32 DIVISADERO ST","CA","6KAL647","53","2009-10-30T00:00:00.000","POINT (-122.43636899699999 37.76778701600006)","112","112","7","5","5"
"771082524","2009-09-18T09:59:00.000","T202.1","PRK MTR #1","213 MONTGOMERY ST","CA","8H54624","63","2009-09-18T00:00:00.000","POINT (-122.40244576299995 37.79108766200005)","108","108","6","3","8"
"770679265","2009-09-11T14:02:00.000","T202.1","PRK MTR #1","615 EDDY ST","CA","3UHJ308","63","2009-09-11T00:00:00.000","POINT (-122.41803032599995 37.78315617800007)","20","20","5","10","36"
"771205621","2009-10-23T08:45:00.000","T37C","ST CLEANIN","198 LUCY ST","CA","4ZTG245","53","2009-10-23T00:00:00.000",,,,,,
"770391845","2009-09-07T11:22:00.000","T202","PRK METER","611 IRVING ST","CA","6GIZ779","53","2009-09-07T00:00:00.000","POINT (-122.46438455699996 37.76407019900006)","109","109","10","11","14"
"770882394","2009-09-15T14:14:00.000","T202","PRK METER","3324 17TH ST","CA","5XZZ194","53","2009-09-15T00:00:00.000","POINT (-122.42017599899998 37.76360201500006)","53","53","3","2","20"
"769057984","2009-09-06T19:13:00.000","V5200","NO PLATES","3790 FILLMORE ST","CA","6GJP815","103","2009-09-06T00:00:00.000",,,,,,
"771312426","2009-09-16T09:40:00.000","T37C","ST CLEANIN","104 BROAD ST","CA","4DJD094","53","2009-09-16T00:00:00.000",,,,,,
"770622974","2009-09-08T09:55:00.000","T38B.1","YL ZN OT/D","153 GRATTAN ST","CA","5RPC570","73","2009-09-08T00:00:00.000",,,,,,
"770723590","2009-09-09T09:33:00.000","T37C","ST CLEANIN","245 DIAMOND ST","CA","5SKP026","53","2009-09-09T00:00:00.000",,,,,,
"1001959486","2009-09-03T10:40:00.000","T58A","BLK WHEELS","1703 10TH AVE.","UT","358VYD","48","2009-09-03T00:00:00.000",,,,,,
"770182151","2009-09-01T11:27:00.000","T202","PRK METER","242 11TH ST","CA","3CHE126","53","2009-09-01T00:00:00.000","POINT (-122.41497796099998 37.77233700600004)","32","32","1","10","20"
"768642836","2009-09-09T13:25:00.000","T38B.1","YL ZN OT/D","839 WASHINGTON ST","CA","IMYMKV","73","2009-09-09T00:00:00.000","POINT (-122.40720060599995 37.795005572000036)","104","104","6","3","6"
"770910302","2009-09-10T12:39:00.000","V5200","NO PLATES","698 GATES ST","CA","6DKT218","103","2009-09-10T00:00:00.000",,,,,,
"769659752","2009-09-18T12:33:00.000","T202.1","PRK MTR #1","714 BATTERY ST","CA","4Y57667","63","2009-09-18T00:00:00.000","POINT (-122.40085312999997 37.79786112900007)","77","77","6","3","8"
"770677552","2009-09-10T07:37:00.000","T38A","RED ZONE","464 EDDY ST","CA","5HSD616","88","2009-09-10T00:00:00.000","POINT (-122.41530511899998 37.783660765000036)","20","20","5","10","36"
"770602394","2009-09-08T16:11:00.000","T32C.1","OVTM PK #1","340 TOWNSEND ST","CA","5HPC890","63","2009-09-08T00:00:00.000","POINT (-122.39635898799997 37.776617980000026)","32","32","1","10","34"
"772635861","2009-10-22T08:34:00.000","T37C","ST CLEANIN","1455 PAGE ST","CA","5SJF457","53","2009-10-22T00:00:00.000",,,,,,
"772726894","2009-10-24T15:52:00.000","T202","PRK METER","3143 16TH ST","CA","4W43346","53","2009-10-24T00:00:00.000","POINT (-122.42297303999999 37.764631020000024)","37","37","3","5","20"
"770285633","2009-09-04T12:19:00.000","T202","PRK METER","621 DIVISADERO ST","CA","6AAE408","53","2009-09-04T00:00:00.000","POINT (-122.43804495899997 37.77532201200006)","24","24","7","11","9"
"770433705","2009-09-06T06:47:00.000","T37C","ST CLEANIN","725 ELLIS ST","CA","5KHW479","53","2009-09-06T00:00:00.000",,,,,,
"772819036","2009-10-27T06:23:00.000","T37C","ST CLEANIN","714 LARKIN ST","CA","6FWU131","53","2009-10-27T00:00:00.000","POINT (-122.41771342899995 37.78449706600003)","20","20","5","10","36"
"772865295","2009-10-27T02:59:00.000","T37C","ST CLEANIN","131 NORTH POINT ST","CA","2SHN851","53","2009-10-27T00:00:00.000",,,,,,
"770410115","2009-09-01T17:05:00.000","T33.3","TRK LDG ZN","211 FRONT ST","CA","5VIK619","73","2009-09-01T00:00:00.000","POINT (-122.39890536699994 37.79352522000005)","108","108","6","3","8"
"773014970","2009-10-26T07:38:00.000","T37C","ST CLEANIN","2146 21ST AVE","CA","5NJG200","53","2009-10-26T00:00:00.000",,,,,,
"773140141","2009-10-31T10:24:00.000","T202","PRK METER","2436 WASHINGTON ST","CA","5YSE859","53","2009-10-31T00:00:00.000","POINT (-122.43339114099996 37.79179254200005)","102","102","4","6","30"
"770395592","2009-09-02T17:18:00.000","T202.1","PRK MTR #1","240 WASHINGTON ST","CA","2XIU658","63","2009-09-02T00:00:00.000","POINT (-122.39872075499994 37.79620238000007)","77","77","6","3","8"
"770353861","2009-09-06T02:41:00.000","T37C","ST CLEANIN","910 KEARNY ST","CA","5A90231","53","2009-09-06T00:00:00.000","POINT (-122.40510831599994 37.79635352500003)","106","106","6","3","6"
"PD20718390","2009-09-02T13:49:00.000","V5204A","REG TABS","400 TERRY A FRANCOIS","CA","6EEG836","63","2009-09-02T00:00:00.000",,,,,,
"770983614","2009-09-13T03:17:00.000","T37C","ST CLEANIN","1365 VAN NESS AVE","CA","5POK498","53","2009-09-13T00:00:00.000",,,,,,
"772719301","2009-10-24T14:37:00.000","T202","PRK METER","3231 PIERCE ST","CA","6BAU082","53","2009-10-24T00:00:00.000","POINT (-122.43968303399998 37.79991099500006)","17","17","4","6","13"
"772891641","2009-10-31T11:28:00.000","T202.1","PRK MTR #1","122 JACKSON ST","CA","6EFN552","63","2009-10-31T00:00:00.000","POINT (-122.39859426199996 37.79711831800006)","77","77","6","3","8"
